raw_brand_value,script,product_count,normalized_value,method,cluster_id,proposed_canonical_slug,proposed_canonical_display,cluster_min_confidence,needs_review,reviewer_decision,notes
ايمكو,arabic,3,ايمكو,singleton,,brand_da25a602d0,ايمكو,100.0,False,,
اينستو,arabic,3,اينستو,singleton,,brand_d041705489,اينستو,100.0,False,,
بروت,arabic,3,بروت,singleton,,brand_3ade84332c,بروت,100.0,False,,
بن اروما,arabic,3,بن اروما,singleton,,brand_3728e6dd30,بن اروما,100.0,False,,
بور هورس,arabic,3,بور هورس,singleton,,brand_0fc199a856,بور هورس,100.0,False,,
بون بون,arabic,3,بون بون,singleton,,brand_efe42c930b,بون بون,100.0,False,,
بيرل ريفير بريدج,arabic,3,بيرل ريفير بريدج,singleton,,brand_6a7877c60d,بيرل ريفير بريدج,100.0,False,,
بيكتول,arabic,3,بيكتول,singleton,,brand_e41d609185,بيكتول,100.0,False,,
تاباسكو,arabic,3,تاباسكو,singleton,,brand_4e86957a32,تاباسكو,100.0,False,,
تامبكيسز,arabic,3,تامبكيسز,singleton,,brand_4cd27a2404,تامبكيسز,100.0,False,,
تامبو,arabic,3,تامبو,singleton,,brand_8461c7fcdb,تامبو,100.0,False,,
تي بريك,arabic,3,تي بريك,singleton,,brand_aef699eff0,تي بريك,100.0,False,,
جراندوس,arabic,3,جراندوس,singleton,,brand_519224ef94,جراندوس,100.0,False,,
جو اون,arabic,3,جو اون,singleton,,brand_d4bbf73da5,جو اون,100.0,False,,
حلوب المثاليه,arabic,3,حلوب المثاليه,singleton,,brand_6151dc23db,حلوب المثاليه,100.0,False,,
داسانى,arabic,3,داساني,singleton,,brand_8a061e28ac,داسانى,100.0,False,,
دانو,arabic,3,دانو,singleton,,brand_c978eff546,دانو,100.0,False,,
دوريتس,arabic,3,دوريتس,singleton,,brand_ce984e022e,دوريتس,100.0,False,,
روشين,arabic,3,روشين,singleton,,brand_73e7d61d28,روشين,100.0,False,,
ستربسيلز,arabic,3,ستربسيلز,singleton,,brand_22f5eebe8b,ستربسيلز,100.0,False,,
ستشيك,arabic,3,ستشيك,singleton,,brand_201eaeda04,ستشيك,100.0,False,,
سنتل,arabic,3,سنتل,singleton,,brand_d5184e9e98,سنتل,100.0,False,,
سويس فودز,arabic,3,سويس فودز,singleton,,brand_3a2998017e,سويس فودز,100.0,False,,
صفيه,arabic,3,صفيه,singleton,,brand_c4efec5e47,صفيه,100.0,False,,
على كافيه,arabic,3,علي كافيه,singleton,,brand_b1a6253142,على كافيه,100.0,False,,
فلاينج جووس,arabic,3,فلاينج جووس,singleton,,brand_e54f9a3370,فلاينج جووس,100.0,False,,
فيتنوتس,arabic,3,فيتنوتس,singleton,,brand_6abf9c1398,فيتنوتس,100.0,False,,
فيربس,arabic,3,فيربس,singleton,,brand_273564ce3f,فيربس,100.0,False,,
فيم,arabic,3,فيم,singleton,,brand_94b1507dba,فيم,100.0,False,,
قوت القلوب,arabic,3,قوت القلوب,singleton,,brand_c90c8cb16f,قوت القلوب,100.0,False,,
كشته,arabic,3,كشته,singleton,,brand_a6cd362820,كشته,100.0,False,,
كنوز,arabic,3,كنوز,singleton,,brand_21142aa037,كنوز,100.0,False,,
لافاتزا,arabic,3,لافاتزا,singleton,,brand_3b3147be79,لافاتزا,100.0,False,,
لال كيلا ماجيستك,arabic,3,لال كيلا ماجيستك,singleton,,brand_c0f9a4bba5,لال كيلا ماجيستك,100.0,False,,
مارس,arabic,3,مارس,singleton,,brand_452ec922a2,مارس,100.0,False,,
مليتا,arabic,3,مليتا,singleton,,brand_94b7acfa34,مليتا,100.0,False,,
موبى,arabic,3,موبي,singleton,,brand_389bb67e5a,موبى,100.0,False,,
مورفوس,arabic,3,مورفوس,singleton,,brand_0cfa0b719d,مورفوس,100.0,False,,
مورو,arabic,3,مورو,singleton,,brand_ed008145a6,مورو,100.0,False,,
مونوبولي,arabic,3,مونوبولي,singleton,,brand_230a997d26,مونوبولي,100.0,False,,
ميرسى,arabic,3,ميرسي,singleton,,brand_5c435833bf,ميرسى,100.0,False,,
ميسورى,arabic,3,ميسوري,singleton,,brand_c3ce2c6c2f,ميسورى,100.0,False,,
نارينز,arabic,3,نارينز,singleton,,brand_c39b3e0d36,نارينز,100.0,False,,
هاجست,arabic,3,هاجست,singleton,,brand_db82825b28,هاجست,100.0,False,,
هدايا,arabic,3,هدايا,singleton,,brand_c01000b4ec,هدايا,100.0,False,,
هلا,arabic,3,هلا,singleton,,brand_42b88ae94d,هلا,100.0,False,,
هنادى,arabic,3,هنادي,singleton,,brand_157c825e91,هنادى,100.0,False,,
واندر ڤيلا,arabic,3,واندر ڤيلا,singleton,,brand_25e32bcedb,واندر ڤيلا,100.0,False,,
ڤارڤيلو,arabic,3,ڤارڤيلو,singleton,,brand_c6b12b8cc9,ڤارڤيلو,100.0,False,,
ڤياللى,arabic,3,ڤياللي,singleton,,brand_9a5d10307d,ڤياللى,100.0,False,,
Abe,latin,2,abe,singleton,,abe,Abe,100.0,False,,
Al Bero,latin,2,al bero,singleton,,al_bero,Al Bero,100.0,False,,
Al Coptan,latin,2,al coptan,singleton,,al_coptan,Al Coptan,100.0,False,,
Al Haloub,latin,2,al haloub,singleton,,al_haloub,Al Haloub,100.0,False,,
Al Mashreq,latin,2,al mashreq,singleton,,al_mashreq,Al Mashreq,100.0,False,,
Al Rabee,latin,2,al rabee,singleton,,al_rabee,Al Rabee,100.0,False,,
Alexandria,latin,2,alexandria,singleton,,alexandria,Alexandria,100.0,False,,
Amla,latin,2,amla,singleton,,amla,Amla,100.0,False,,
Amstel Zero,latin,2,amstel zero,singleton,,amstel_zero,Amstel Zero,100.0,False,,
Aquella,latin,2,aquella,singleton,,aquella,Aquella,100.0,False,,
Argan,latin,2,argan,singleton,,argan,Argan,100.0,False,,
Bambino,latin,2,bambino,singleton,,bambino,Bambino,100.0,False,,
Banana Boat,latin,2,banana boat,singleton,,banana_boat,Banana Boat,100.0,False,,
Bank,latin,2,bank,singleton,,bank,Bank,100.0,False,,
Baraka,latin,2,baraka,singleton,,baraka,Baraka,100.0,False,,
Beast,latin,2,beast,singleton,,beast,Beast,100.0,False,,
Big Bub,latin,2,big bub,singleton,,big_bub,Big Bub,100.0,False,,
Big Chips,latin,2,big chips,singleton,,big_chips,Big Chips,100.0,False,,
Birell,latin,2,birell,singleton,,birell,Birell,100.0,False,,
Bit Alsultan,latin,2,bit alsultan,singleton,,bit_alsultan,Bit Alsultan,100.0,False,,
Bonny,latin,2,bonny,singleton,,bonny,Bonny,100.0,False,,
Bosphorus,latin,2,bosphorus,singleton,,bosphorus,Bosphorus,100.0,False,,
Brilliant,latin,2,brilliant,singleton,,brilliant,Brilliant,100.0,False,,
C F,latin,2,c f,singleton,,c_f,C F,100.0,False,,
Cavendish & Hervey,latin,2,cavendish & hervey,singleton,,cavendish_hervey,Cavendish & Hervey,100.0,False,,
Chanstar,latin,2,chanstar,singleton,,chanstar,Chanstar,100.0,False,,
Chemica,latin,2,chemica,singleton,,chemica,Chemica,100.0,False,,
Chicco,latin,2,chicco,singleton,,chicco,Chicco,100.0,False,,
Chiclets,latin,2,chiclets,singleton,,chiclets,Chiclets,100.0,False,,
Chocodate,latin,2,chocodate,singleton,,chocodate,Chocodate,100.0,False,,
Chtoura Garden,latin,2,chtoura garden,singleton,,chtoura_garden,Chtoura Garden,100.0,False,,
Chuang Ri,latin,2,chuang ri,singleton,,chuang_ri,Chuang Ri,100.0,False,,
Coffee Joy,latin,2,coffee joy,singleton,,coffee_joy,Coffee Joy,100.0,False,,
Con Tom,latin,2,con tom,singleton,,con_tom,Con Tom,100.0,False,,
Cono,latin,2,cono,singleton,,cono,Cono,100.0,False,,
Crazy,latin,2,crazy,singleton,,crazy,Crazy,100.0,False,,
Danisa,latin,2,danisa,singleton,,danisa,Danisa,100.0,False,,
Dax,latin,2,dax,singleton,,dax,Dax,100.0,False,,
De Nigris,latin,2,de nigris,singleton,,de_nigris,De Nigris,100.0,False,,
Domino,latin,2,domino,singleton,,domino,Domino,100.0,False,,
Donelli,latin,2,donelli,singleton,,donelli,Donelli,100.0,False,,
Dr.Oetker,latin,2,dr.oetker,singleton,,dr_oetker,Dr.Oetker,100.0,False,,
El Salam,latin,2,el salam,fuzzy_cluster,c3,elsalam,Elsalam,93.3,True,approve,
El Zenouki,latin,2,el zenouki,singleton,,el_zenouki,El Zenouki,100.0,False,,
Elegant,latin,2,elegant,singleton,,elegant,Elegant,100.0,False,,
Elmomtaz,latin,2,elmomtaz,singleton,,elmomtaz,Elmomtaz,100.0,False,,
Elsalam,latin,2,elsalam,fuzzy_cluster,c3,elsalam,Elsalam,93.3,True,approve,
Emirates,latin,2,emirates,singleton,,emirates,Emirates,100.0,False,,
Emo,latin,2,emo,singleton,,emo,Emo,100.0,False,,
F&D,latin,2,f&d,singleton,,f_d,F&D,100.0,False,,
Fam,latin,2,fam,singleton,,fam,Fam,100.0,False,,
Feta,latin,2,feta,singleton,,feta,Feta,100.0,False,,
Ff,latin,2,ff,singleton,,ff,Ff,100.0,False,,
Forno,latin,2,forno,singleton,,forno,Forno,100.0,False,,
Gabnty,latin,2,gabnty,singleton,,gabnty,Gabnty,100.0,False,,
Glasco,latin,2,glasco,fuzzy_cluster,c19,glasco,Glasco,90.9,True,approve,
Glass 4 You,latin,2,glass 4 you,singleton,,glass_4_you,Glass 4 You,100.0,False,,
Goldalex,latin,2,goldalex,singleton,,goldalex,Goldalex,100.0,False,,
Guttol,latin,2,guttol,singleton,,guttol,Guttol,100.0,False,,
Haloby,latin,2,haloby,singleton,,haloby,Haloby,100.0,False,,
Haloub Zaman,latin,2,haloub zaman,singleton,,haloub_zaman,Haloub Zaman,100.0,False,,
Happy Mum,latin,2,happy mum,singleton,,happy_mum,Happy Mum,100.0,False,,
Hayat,latin,2,hayat,singleton,,hayat,Hayat,100.0,False,,
Herman,latin,2,herman,singleton,,herman,Herman,100.0,False,,
Holsten,latin,2,holsten,singleton,,holsten,Holsten,100.0,False,,
Hostess,latin,2,hostess,singleton,,hostess,Hostess,100.0,False,,
Ice Ball,latin,2,ice ball,singleton,,ice_ball,Ice Ball,100.0,False,,
Jessica,latin,2,jessica,singleton,,jessica,Jessica,100.0,False,,
Juno,latin,2,juno,singleton,,juno,Juno,100.0,False,,
K-Karem,latin,2,k-karem,singleton,,k_karem,K-Karem,100.0,False,,
Kenana,latin,2,kenana,singleton,,kenana,Kenana,100.0,False,,
Kitkat,latin,2,kitkat,singleton,,kitkat,Kitkat,100.0,False,,
Kwg,latin,2,kwg,singleton,,kwg,Kwg,100.0,False,,
La Vache Royal,latin,2,la vache royal,singleton,,la_vache_royal,La Vache Royal,100.0,False,,
Lady,latin,2,lady,singleton,,lady,Lady,100.0,False,,
Lago,latin,2,lago,singleton,,lago,Lago,100.0,False,,
Lioa,latin,2,lioa,singleton,,lioa,Lioa,100.0,False,,
Lixir,latin,2,lixir,singleton,,lixir,Lixir,100.0,False,,
Luminarc,latin,2,luminarc,singleton,,luminarc,Luminarc,100.0,False,,
Mach3,latin,2,mach3,singleton,,mach3,Mach3,100.0,False,,
Max Clean,latin,2,max clean,singleton,,max_clean,Max Clean,100.0,False,,
Maxi,latin,2,maxi,singleton,,maxi,Maxi,100.0,False,,
Mego,latin,2,mego,singleton,,mego,Mego,100.0,False,,
Mikla,latin,2,mikla,singleton,,mikla,Mikla,100.0,False,,
Miller'S,latin,2,miller's,fuzzy_cluster,c18,millers,Millers,93.3,True,approve,
Mimix,latin,2,mimix,singleton,,mimix,Mimix,100.0,False,,
Mitra,latin,2,mitra,fuzzy_cluster,c5,mintra,Mintra,90.9,True,approve,
Morgana,latin,2,morgana,singleton,,morgana,Morgana,100.0,False,,
Nardino,latin,2,nardino,singleton,,nardino,Nardino,100.0,False,,
Nawaem,latin,2,nawaem,singleton,,nawaem,Nawaem,100.0,False,,
Neri,latin,2,neri,singleton,,neri,Neri,100.0,False,,
Nucream,latin,2,nucream,singleton,,nucream,Nucream,100.0,False,,
One Desire,latin,2,one desire,singleton,,one_desire,One Desire,100.0,False,,
Palmera,latin,2,palmera,singleton,,palmera,Palmera,100.0,False,,
Pearl River,latin,2,pearl river,singleton,,pearl_river,Pearl River,100.0,False,,
Pears,latin,2,pears,singleton,,pears,Pears,100.0,False,,
Poly Time,latin,2,poly time,singleton,,poly_time,Poly Time,100.0,False,,
Pulsar,latin,2,pulsar,singleton,,pulsar,Pulsar,100.0,False,,
Pva,latin,2,pva,singleton,,pva,Pva,100.0,False,,
Re-Gen,latin,2,re-gen,singleton,,re_gen,Re-Gen,100.0,False,,
Rich Food,latin,2,rich food,singleton,,rich_food,Rich Food,100.0,False,,
Royal Star,latin,2,royal star,singleton,,royal_star,Royal Star,100.0,False,,
Rs,latin,2,rs,singleton,,rs,Rs,100.0,False,,
Savoiardi,latin,2,savoiardi,singleton,,savoiardi,Savoiardi,100.0,False,,
Segment,latin,2,segment,singleton,,segment,Segment,100.0,False,,
Silver Cap,latin,2,silver cap,singleton,,silver_cap,Silver Cap,100.0,False,,
Special,latin,2,special,singleton,,special,Special,100.0,False,,
Speed Stick,latin,2,speed stick,singleton,,speed_stick,Speed Stick,100.0,False,,
Squeasy,latin,2,squeasy,singleton,,squeasy,Squeasy,100.0,False,,
Steens,latin,2,steens,singleton,,steens,Steens,100.0,False,,
Steripan,latin,2,steripan,singleton,,steripan,Steripan,100.0,False,,
Sunfood,latin,2,sunfood,singleton,,sunfood,Sunfood,100.0,False,,
Sure,latin,2,sure,singleton,,sure,Sure,100.0,False,,
Tetes Brulees,latin,2,tetes brulees,singleton,,tetes_brulees,Tetes Brulees,100.0,False,,
Tiger Brand,latin,2,tiger brand,singleton,,tiger_brand,Tiger Brand,100.0,False,,
Tinkle,latin,2,tinkle,singleton,,tinkle,Tinkle,100.0,False,,
Todo,latin,2,todo,singleton,,todo,Todo,100.0,False,,
Toya,latin,2,toya,singleton,,toya,Toya,100.0,False,,
Tropicana,latin,2,tropicana,singleton,,tropicana,Tropicana,100.0,False,,
Tuc,latin,2,tuc,singleton,,tuc,Tuc,100.0,False,,
Watania,latin,2,watania,singleton,,watania,Watania,100.0,False,,
Werthers,latin,2,werthers,singleton,,werthers,Werthers,100.0,False,,
Wonka,latin,2,wonka,singleton,,wonka,Wonka,100.0,False,,
Yc,latin,2,yc,singleton,,yc,Yc,100.0,False,,
Zy Elassal,latin,2,zy elassal,singleton,,zy_elassal,Zy Elassal,100.0,False,,
اكويلا,arabic,2,اكويلا,singleton,,brand_670cc2f553,اكويلا,100.0,False,,
الربيع,arabic,2,الربيع,singleton,,brand_24d624088a,الربيع,100.0,False,,
المستيل زيرو,arabic,2,المستيل زيرو,singleton,,brand_356178d633,المستيل زيرو,100.0,False,,
الممتاز,arabic,2,الممتاز,singleton,,brand_7a91a2e4da,الممتاز,100.0,False,,
املا,arabic,2,املا,singleton,,brand_bd9d143917,املا,100.0,False,,
بانانا بوت,arabic,2,بانانا بوت,singleton,,brand_9df62f3e08,بانانا بوت,100.0,False,,
بركه,arabic,2,بركه,singleton,,brand_a74e5270c7,بركه,100.0,False,,
بونى,arabic,2,بوني,singleton,,brand_082d2fac41,بونى,100.0,False,,
بيج شبس,arabic,2,بيج شبس,singleton,,brand_fd7dd66b03,بيج شبس,100.0,False,,
بيرز,arabic,2,بيرز,singleton,,brand_9fd4e5955c,بيرز,100.0,False,,
تروبيكانا,arabic,2,تروبيكانا,singleton,,brand_74e0f4b89d,تروبيكانا,100.0,False,,
تشيكليتس,arabic,2,تشيكليتس,singleton,,brand_fb905e1e97,تشيكليتس,100.0,False,,
تودو,arabic,2,تودو,singleton,,brand_8518d86cb3,تودو,100.0,False,,
توك,arabic,2,توك,singleton,,brand_8a1218ff89,توك,100.0,False,,
تويا,arabic,2,تويا,singleton,,brand_71d4492228,تويا,100.0,False,,
جلاس٤يو,arabic,2,جلاس٤يو,singleton,,brand_05faa06d97,جلاس٤يو,100.0,False,,
حلوب زمان,arabic,2,حلوب زمان,singleton,,brand_a0126fc1c8,حلوب زمان,100.0,False,,
حلوبى,arabic,2,حلوبي,singleton,,brand_606dd97811,حلوبى,100.0,False,,
حياة,arabic,2,حياة,singleton,,brand_03360ba062,حياة,100.0,False,,
د.اوتكر,arabic,2,د.اوتكر,singleton,,brand_cd6df65461,د.اوتكر,100.0,False,,
دانيسا,arabic,2,دانيسا,singleton,,brand_6eb7647b0e,دانيسا,100.0,False,,
دى نيجريس,arabic,2,دي نيجريس,singleton,,brand_24a80b6318,دى نيجريس,100.0,False,,
رى-جين,arabic,2,ري-جين,singleton,,brand_19c25bf2f5,رى-جين,100.0,False,,
زي العسل,arabic,2,زي العسل,singleton,,brand_6acbd19fbf,زي العسل,100.0,False,,
سبيد ستيك,arabic,2,سبيد ستيك,singleton,,brand_458447a513,سبيد ستيك,100.0,False,,
ستريبان,arabic,2,ستريبان,singleton,,brand_5afc1848ab,ستريبان,100.0,False,,
سكويسى,arabic,2,سكويسي,singleton,,brand_e3541cbbf8,سكويسى,100.0,False,,
شطوره جاردن,arabic,2,شطوره جاردن,singleton,,brand_fc388bd7e0,شطوره جاردن,100.0,False,,
شور,arabic,2,شور,singleton,,brand_a89449db68,شور,100.0,False,,
شوكودات,arabic,2,شوكودات,singleton,,brand_06b8a527bc,شوكودات,100.0,False,,
شيكو,arabic,2,شيكو,singleton,,brand_d11b59e720,شيكو,100.0,False,,
صن فود,arabic,2,صن فود,singleton,,brand_e76cbc9b2f,صن فود,100.0,False,,
كاڤينديش& هيرفي,arabic,2,كاڤينديش& هيرفي,singleton,,brand_151bf804c1,كاڤينديش& هيرفي,100.0,False,,
كوفى جوى,arabic,2,كوفي جوي,singleton,,brand_6bf9c1e33a,كوفى جوى,100.0,False,,
كونو,arabic,2,كونو,singleton,,brand_d5abbe31c4,كونو,100.0,False,,
كينانا,arabic,2,كينانا,singleton,,brand_aa45de4663,كينانا,100.0,False,,
لاجو,arabic,2,لاجو,singleton,,brand_fea58c94f3,لاجو,100.0,False,,
لومينرك,arabic,2,لومينرك,singleton,,brand_6d325398b0,لومينرك,100.0,False,,
ماتش٣,arabic,2,ماتش٣,singleton,,brand_9661935dca,ماتش٣,100.0,False,,
ميترا,arabic,2,ميترا,fuzzy_cluster,c31,brand_a2b50410d7,مينترا,90.9,True,approve,
ميجو,arabic,2,ميجو,singleton,,brand_be888468a0,ميجو,100.0,False,,
ميلرز,arabic,2,ميلرز,singleton,,brand_86128abfb0,ميلرز,100.0,False,,
ميمكس,arabic,2,ميمكس,singleton,,brand_12b2fb5fc3,ميمكس,100.0,False,,
نواعم,arabic,2,نواعم,singleton,,brand_303ba2c13f,نواعم,100.0,False,,
نوكريم,arabic,2,نوكريم,singleton,,brand_49dc26bf00,نوكريم,100.0,False,,
هرمان,arabic,2,هرمان,singleton,,brand_e8484bfccd,هرمان,100.0,False,,
هوستس,arabic,2,هوستس,singleton,,brand_e568354f2e,هوستس,100.0,False,,
هولستن,arabic,2,هولستن,singleton,,brand_9027459889,هولستن,100.0,False,,
وانكا,arabic,2,وانكا,singleton,,brand_ff7d657242,وانكا,100.0,False,,
ورثرز,arabic,2,ورثرز,singleton,,brand_ad7ed169ac,ورثرز,100.0,False,,
Abido,latin,1,abido,singleton,,abido,Abido,100.0,False,,
Abo Bint,latin,1,abo bint,singleton,,abo_bint,Abo Bint,100.0,False,,
Adco,latin,1,adco,singleton,,adco,Adco,100.0,False,,
Al Ostora,latin,1,al ostora,singleton,,al_ostora,Al Ostora,100.0,False,,
Aleman For Food,latin,1,aleman for food,singleton,,aleman_for_food,Aleman For Food,100.0,False,,
Alpen,latin,1,alpen,singleton,,alpen,Alpen,100.0,False,,
Annucci,latin,1,annucci,singleton,,annucci,Annucci,100.0,False,,
Aqua,latin,1,aqua,singleton,,aqua,Aqua,100.0,False,,
Aqua Fresh,latin,1,aqua fresh,fuzzy_cluster,c29,aquafresh,Aquafresh,94.7,True,approve,
Aquafresh,latin,1,aquafresh,fuzzy_cluster,c29,aquafresh,Aquafresh,94.7,True,approve,
Arla,latin,1,arla,singleton,,arla,Arla,100.0,False,,
Aunty Baheya,latin,1,aunty baheya,singleton,,aunty_baheya,Aunty Baheya,100.0,False,,
Babaria,latin,1,babaria,fuzzy_cluster,c28,babari,Babari,92.3,True,approve,
Backaldrin,latin,1,backaldrin,singleton,,backaldrin,Backaldrin,100.0,False,,
Big Babol,latin,1,big babol,singleton,,big_babol,Big Babol,100.0,False,,
Bordon,latin,1,bordon,fuzzy_cluster,c26,bordonn,Bordonn,92.3,True,approve,
Breadway,latin,1,breadway,singleton,,breadway,Breadway,100.0,False,,
California Farms,latin,1,california farms,singleton,,california_farms,California Farms,100.0,False,,
Clorita,latin,1,clorita,singleton,,clorita,Clorita,100.0,False,,
Corega,latin,1,corega,singleton,,corega,Corega,100.0,False,,
Curad,latin,1,curad,singleton,,curad,Curad,100.0,False,,
Dabur Vatika,latin,1,dabur vatika,singleton,,dabur_vatika,Dabur Vatika,100.0,False,,
Domaine Natroun,latin,1,domaine natroun,singleton,,domaine_natroun,Domaine Natroun,100.0,False,,
Drogheria,latin,1,drogheria,singleton,,drogheria,Drogheria,100.0,False,,
Eltawoos,latin,1,eltawoos,fuzzy_cluster,c4,el_tawoos,El Tawoos,94.1,True,approve,
Fagor,latin,1,fagor,singleton,,fagor,Fagor,100.0,False,,
Fair&Lovely,latin,1,fair&lovely,singleton,,fair_lovely,Fair&Lovely,100.0,False,,
Fevokool,latin,1,fevokool,singleton,,fevokool,Fevokool,100.0,False,,
Fonterra,latin,1,fonterra,singleton,,fonterra,Fonterra,100.0,False,,
Glan,latin,1,glan,singleton,,glan,Glan,100.0,False,,
Glaso,latin,1,glaso,fuzzy_cluster,c19,glasco,Glasco,90.9,True,approve,
Glinter,latin,1,glinter,singleton,,glinter,Glinter,100.0,False,,
Gold,latin,1,gold,singleton,,gold,Gold,100.0,False,,
Grandi Cook,latin,1,grandi cook,singleton,,grandi_cook,Grandi Cook,100.0,False,,
Hahne,latin,1,hahne,singleton,,hahne,Hahne,100.0,False,,
Happy Day,latin,1,happy day,singleton,,happy_day,Happy Day,100.0,False,,
Harviton,latin,1,harviton,singleton,,harviton,Harviton,100.0,False,,
Hawaiian Tropic,latin,1,hawaiian tropic,singleton,,hawaiian_tropic,Hawaiian Tropic,100.0,False,,
Hayah,latin,1,hayah,singleton,,hayah,Hayah,100.0,False,,
He Shun Yuan,latin,1,he shun yuan,singleton,,he_shun_yuan,He Shun Yuan,100.0,False,,
Hekaya,latin,1,hekaya,singleton,,hekaya,Hekaya,100.0,False,,
Hintz,latin,1,hintz,singleton,,hintz,Hintz,100.0,False,,
Iliada,latin,1,iliada,singleton,,iliada,Iliada,100.0,False,,
Jade Leaf,latin,1,jade leaf,singleton,,jade_leaf,Jade Leaf,100.0,False,,
Jolyeva,latin,1,jolyeva,singleton,,jolyeva,Jolyeva,100.0,False,,
Khabaz Elforat,latin,1,khabaz elforat,singleton,,khabaz_elforat,Khabaz Elforat,100.0,False,,
Koldair,latin,1,koldair,singleton,,koldair,Koldair,100.0,False,,
La Baleine,latin,1,la baleine,singleton,,la_baleine,La Baleine,100.0,False,,
Leibniz,latin,1,leibniz,singleton,,leibniz,Leibniz,100.0,False,,
Lenora,latin,1,lenora,singleton,,lenora,Lenora,100.0,False,,
Lilien,latin,1,lilien,singleton,,lilien,Lilien,100.0,False,,
Lorigine,latin,1,lorigine,singleton,,lorigine,Lorigine,100.0,False,,
Mahran,latin,1,mahran,singleton,,mahran,Mahran,100.0,False,,
Mane 'N Tail,latin,1,mane 'n tail,singleton,,mane_n_tail,Mane 'N Tail,100.0,False,,
Mil Mil,latin,1,mil mil,singleton,,mil_mil,Mil Mil,100.0,False,,
Mitr Phol,latin,1,mitr phol,singleton,,mitr_phol,Mitr Phol,100.0,False,,
Nerds,latin,1,nerds,singleton,,nerds,Nerds,100.0,False,,
Nivea Sun,latin,1,nivea sun,singleton,,nivea_sun,Nivea Sun,100.0,False,,
Paysan Breton,latin,1,paysan breton,singleton,,paysan_breton,Paysan Breton,100.0,False,,
Prego,latin,1,prego,singleton,,prego,Prego,100.0,False,,
Rabea,latin,1,rabea,singleton,,rabea,Rabea,100.0,False,,
Rafaello,latin,1,rafaello,singleton,,rafaello,Rafaello,100.0,False,,
Sanex Baby,latin,1,sanex baby,singleton,,sanex_baby,Sanex Baby,100.0,False,,
Santa Maria,latin,1,santa maria,singleton,,santa_maria,Santa Maria,100.0,False,,
Scholl,latin,1,scholl,singleton,,scholl,Scholl,100.0,False,,
Shout,latin,1,shout,singleton,,shout,Shout,100.0,False,,
Sony,latin,1,sony,singleton,,sony,Sony,100.0,False,,
Storck,latin,1,storck,fuzzy_cluster,c25,storcks,Storcks,92.3,True,approve,
Toblerone,latin,1,toblerone,singleton,,toblerone,Toblerone,100.0,False,,
Toffifee,latin,1,toffifee,singleton,,toffifee,Toffifee,100.0,False,,
Tonkita,latin,1,tonkita,singleton,,tonkita,Tonkita,100.0,False,,
Tri Care,latin,1,tri care,singleton,,tri_care,Tri Care,100.0,False,,
V7,latin,1,v7,singleton,,v7,V7,100.0,False,,
Veg Mart,latin,1,veg mart,singleton,,veg_mart,Veg Mart,100.0,False,,
Vegeta,latin,1,vegeta,singleton,,vegeta,Vegeta,100.0,False,,
Villa Grimelli,latin,1,villa grimelli,singleton,,villa_grimelli,Villa Grimelli,100.0,False,,
ابو بنت,arabic,1,ابو بنت,singleton,,brand_9d8ca35975,ابو بنت,100.0,False,,
ادكو,arabic,1,ادكو,singleton,,brand_99eea7aecc,ادكو,100.0,False,,
ارلا,arabic,1,ارلا,singleton,,brand_c655af1a62,ارلا,100.0,False,,
اسكول,arabic,1,اسكول,singleton,,brand_0bf92ab73f,اسكول,100.0,False,,
اكوا,arabic,1,اكوا,singleton,,brand_f7c613d239,اكوا,100.0,False,,
اكوا فريش,arabic,1,اكوا فريش,fuzzy_cluster,c33,brand_ced32fb4a5,اكوافريش,94.1,True,approve,
اكوافريش,arabic,1,اكوافريش,fuzzy_cluster,c33,brand_ced32fb4a5,اكوافريش,94.1,True,approve,
الأسطورة,arabic,1,الاسطورة,singleton,,brand_6de36fc90e,الأسطورة,100.0,False,,
الايمان فور فود,arabic,1,الايمان فور فود,singleton,,brand_1e5e51ad65,الايمان فور فود,100.0,False,,
البين,arabic,1,البين,singleton,,brand_275f450791,البين,100.0,False,,
انيوسى,arabic,1,انيوسي,singleton,,brand_9672a0a746,انيوسى,100.0,False,,
ايليادا,arabic,1,ايليادا,singleton,,brand_15ae9bc25b,ايليادا,100.0,False,,
باباريا,arabic,1,باباريا,singleton,,brand_a8af45c66c,باباريا,100.0,False,,
باكالدرين,arabic,1,باكالدرين,singleton,,brand_f6f143d0e9,باكالدرين,100.0,False,,
بريجو,arabic,1,بريجو,singleton,,brand_e5dd7a1c91,بريجو,100.0,False,,
بريدواى,arabic,1,بريدواي,singleton,,brand_f13a72e9ea,بريدواى,100.0,False,,
بوردون,arabic,1,بوردون,singleton,,brand_df5ffc59aa,بوردون,100.0,False,,
بيج بابول,arabic,1,بيج بابول,singleton,,brand_84a0ba42ea,بيج بابول,100.0,False,,
بيسان برتون,arabic,1,بيسان برتون,singleton,,brand_39f7c80b84,بيسان برتون,100.0,False,,
ترى كير,arabic,1,تري كير,singleton,,brand_f013405134,ترى كير,100.0,False,,
توبلرون,arabic,1,توبلرون,singleton,,brand_542d96c3ee,توبلرون,100.0,False,,
توفيفى,arabic,1,توفيفي,singleton,,brand_2d24d2bd1b,توفيفى,100.0,False,,
تونكيتا,arabic,1,تونكيتا,singleton,,brand_d2d03c7716,تونكيتا,100.0,False,,
جاد ليف,arabic,1,جاد ليف,singleton,,brand_b47f6d507b,جاد ليف,100.0,False,,
