raw_brand_value,script,product_count,normalized_value,method,cluster_id,proposed_canonical_slug,proposed_canonical_display,cluster_min_confidence,needs_review,reviewer_decision,notes
سبرينكل,arabic,13,سبرينكل,singleton,,brand_66bfb85091,سبرينكل,100.0,False,,
سكيتلز,arabic,13,سكيتلز,singleton,,brand_73288e77f6,سكيتلز,100.0,False,,
سن توب,arabic,13,سن توب,singleton,,brand_a9c64fb861,سن توب,100.0,False,,
شاف كود,arabic,13,شاف كود,singleton,,brand_3e6524ed53,شاف كود,100.0,False,,
شيكتاتا,arabic,13,شيكتاتا,singleton,,brand_2eab669012,شيكتاتا,100.0,False,,
فانتا,arabic,13,فانتا,singleton,,brand_33e8f885c0,فانتا,100.0,False,,
لونج تشابس,arabic,13,لونج تشابس,singleton,,brand_5a18309a64,لونج تشابس,100.0,False,,
هومى,arabic,13,هومي,singleton,,brand_e72bdf3288,هومى,100.0,False,,
ڤانيش,arabic,13,ڤانيش,singleton,,brand_f7b80ed027,ڤانيش,100.0,False,,
Alaseal,latin,12,alaseal,singleton,,alaseal,Alaseal,100.0,False,,
Baby Joy,latin,12,baby joy,singleton,,baby_joy,Baby Joy,100.0,False,,
Bingoo,latin,12,bingoo,fuzzy_cluster,c11,bingoo,Bingoo,90.9,True,approve,
Cif,latin,12,cif,singleton,,cif,Cif,100.0,False,,
Dolphin,latin,12,dolphin,singleton,,dolphin,Dolphin,100.0,False,,
Egyptian Gardens,latin,12,egyptian gardens,singleton,,egyptian_gardens,Egyptian Gardens,100.0,False,,
Elarab,latin,12,elarab,singleton,,elarab,Elarab,100.0,False,,
Fema,latin,12,fema,singleton,,fema,Fema,100.0,False,,
Freymas,latin,12,freymas,singleton,,freymas,Freymas,100.0,False,,
Hohos,latin,12,hohos,singleton,,hohos,Hohos,100.0,False,,
Hoover,latin,12,hoover,singleton,,hoover,Hoover,100.0,False,,
Ion,latin,12,ion,singleton,,ion,Ion,100.0,False,,
Labanita,latin,12,labanita,singleton,,labanita,Labanita,100.0,False,,
Ludwik,latin,12,ludwik,singleton,,ludwik,Ludwik,100.0,False,,
Magic,latin,12,magic,singleton,,magic,Magic,100.0,False,,
Millers,latin,12,millers,fuzzy_cluster,c18,millers,Millers,93.3,True,approve,
Nandos,latin,12,nandos,singleton,,nandos,Nandos,100.0,False,,
Puidor,latin,12,puidor,singleton,,puidor,Puidor,100.0,False,,
Ratan Home,latin,12,ratan home,singleton,,ratan_home,Ratan Home,100.0,False,,
Rawaby,latin,12,rawaby,singleton,,rawaby,Rawaby,100.0,False,,
Slite,latin,12,slite,singleton,,slite,Slite,100.0,False,,
Sofy,latin,12,sofy,singleton,,sofy,Sofy,100.0,False,,
Starbucks,latin,12,starbucks,singleton,,starbucks,Starbucks,100.0,False,,
Tide,latin,12,tide,singleton,,tide,Tide,100.0,False,,
Tilda,latin,12,tilda,singleton,,tilda,Tilda,100.0,False,,
Trichup,latin,12,trichup,fuzzy_cluster,c15,tricheup,Tricheup,93.3,True,approve,
Viaggio,latin,12,viaggio,singleton,,viaggio,Viaggio,100.0,False,,
Vimto,latin,12,vimto,singleton,,vimto,Vimto,100.0,False,,
Xtra,latin,12,xtra,singleton,,xtra,Xtra,100.0,False,,
الاسيل,arabic,12,الاسيل,singleton,,brand_312bedfc40,الاسيل,100.0,False,,
ايون,arabic,12,ايون,singleton,,brand_829582ea07,ايون,100.0,False,,
بويدور,arabic,12,بويدور,singleton,,brand_959fa47869,بويدور,100.0,False,,
بيبي جوي,arabic,12,بيبي جوي,singleton,,brand_a85a17993c,بيبي جوي,100.0,False,,
تايد,arabic,12,تايد,singleton,,brand_ffe8599efe,تايد,100.0,False,,
تريشوب,arabic,12,تريشوب,singleton,,brand_d557055bc5,تريشوب,100.0,False,,
دولفين,arabic,12,دولفين,singleton,,brand_70d1937c6f,دولفين,100.0,False,,
ستارباكس,arabic,12,ستارباكس,singleton,,brand_0708ed2aad,ستارباكس,100.0,False,,
سيف,arabic,12,سيف,singleton,,brand_a20d192b8c,سيف,100.0,False,,
فريماس,arabic,12,فريماس,singleton,,brand_09e2c296c8,فريماس,100.0,False,,
فيمتو,arabic,12,فيمتو,singleton,,brand_ae8be4b34a,فيمتو,100.0,False,,
لبنيتا,arabic,12,لبنيتا,singleton,,brand_6c6e7f4080,لبنيتا,100.0,False,,
لودويك,arabic,12,لودويك,singleton,,brand_db97a540ee,لودويك,100.0,False,,
ناندوس,arabic,12,ناندوس,singleton,,brand_a3b94f6e57,ناندوس,100.0,False,,
هوهوز,arabic,12,هوهوز,singleton,,brand_8c7c7de9ac,هوهوز,100.0,False,,
هوڤر,arabic,12,هوڤر,singleton,,brand_6ccc129de6,هوڤر,100.0,False,,
ڤياجو,arabic,12,ڤياجو,singleton,,brand_2ff53369c9,ڤياجو,100.0,False,,
Aloe Eva,latin,11,aloe eva,singleton,,aloe_eva,Aloe Eva,100.0,False,,
Beauty Formulas,latin,11,beauty formulas,singleton,,beauty_formulas,Beauty Formulas,100.0,False,,
Crest,latin,11,crest,singleton,,crest,Crest,100.0,False,,
Drakon,latin,11,drakon,singleton,,drakon,Drakon,100.0,False,,
Eveready,latin,11,eveready,singleton,,eveready,Eveready,100.0,False,,
Farm Frites,latin,11,farm frites,singleton,,farm_frites,Farm Frites,100.0,False,,
Gondol,latin,11,gondol,singleton,,gondol,Gondol,100.0,False,,
Just Fresh,latin,11,just fresh,singleton,,just_fresh,Just Fresh,100.0,False,,
Mc Sauce,latin,11,mc sauce,singleton,,mc_sauce,Mc Sauce,100.0,False,,
Mojo,latin,11,mojo,singleton,,mojo,Mojo,100.0,False,,
Mora,latin,11,mora,singleton,,mora,Mora,100.0,False,,
Moulinex,latin,11,moulinex,singleton,,moulinex,Moulinex,100.0,False,,
Pepsi,latin,11,pepsi,singleton,,pepsi,Pepsi,100.0,False,,
Schwartz,latin,11,schwartz,singleton,,schwartz,Schwartz,100.0,False,,
Snickers,latin,11,snickers,singleton,,snickers,Snickers,100.0,False,,
Spysi,latin,11,spysi,singleton,,spysi,Spysi,100.0,False,,
الحلوب,arabic,11,الحلوب,singleton,,brand_0defbb95e3,الحلوب,100.0,False,,
الو ايڤا,arabic,11,الو ايڤا,singleton,,brand_fd9b9cbaa5,الو ايڤا,100.0,False,,
ام سى صوص,arabic,11,ام سي صوص,singleton,,brand_df03b7bda1,ام سى صوص,100.0,False,,
ايفر ردى,arabic,11,ايفر ردي,singleton,,brand_d89592a852,ايفر ردى,100.0,False,,
بيبسي,arabic,11,بيبسي,singleton,,brand_22ea6861c2,بيبسي,100.0,False,,
بيوتى فورمولز,arabic,11,بيوتي فورمولز,singleton,,brand_6897bd61fa,بيوتى فورمولز,100.0,False,,
جاست فريش,arabic,11,جاست فريش,singleton,,brand_f8c9e7fe9a,جاست فريش,100.0,False,,
جوندول,arabic,11,جوندول,singleton,,brand_85782b38bf,جوندول,100.0,False,,
دراكون,arabic,11,دراكون,singleton,,brand_1b80322d15,دراكون,100.0,False,,
سبيسى,arabic,11,سبيسي,singleton,,brand_7644a9c74a,سبيسى,100.0,False,,
سنيكرز,arabic,11,سنيكرز,singleton,,brand_9a3c956fec,سنيكرز,100.0,False,,
شوارتز,arabic,11,شوارتز,singleton,,brand_dac7af844c,شوارتز,100.0,False,,
فارم فريتس,arabic,11,فارم فريتس,singleton,,brand_d3db2dab66,فارم فريتس,100.0,False,,
كرست,arabic,11,كرست,singleton,,brand_87b59e3b94,كرست,100.0,False,,
موجو,arabic,11,موجو,singleton,,brand_de947ef8ad,موجو,100.0,False,,
مورا,arabic,11,مورا,singleton,,brand_7c7f44cae4,مورا,100.0,False,,
مولنيكس,arabic,11,مولنيكس,singleton,,brand_b429eaedcc,مولنيكس,100.0,False,,
Al Watania,latin,10,al watania,fuzzy_cluster,c13,el_watania,El Watania,90.0,True,approve,
Alshifaa,latin,10,alshifaa,singleton,,alshifaa,Alshifaa,100.0,False,,
Arm+Hammer,latin,10,arm+hammer,singleton,,arm_hammer,Arm+Hammer,100.0,False,,
Astonish,latin,10,astonish,singleton,,astonish,Astonish,100.0,False,,
Bekhairo,latin,10,bekhairo,singleton,,bekhairo,Bekhairo,100.0,False,,
Bonbons,latin,10,bonbons,fuzzy_cluster,c27,bonbons,Bonbons,93.3,True,approve,
Camill,latin,10,camill,singleton,,camill,Camill,100.0,False,,
Cook Oble,latin,10,cook oble,singleton,,cook_oble,Cook Oble,100.0,False,,
Costa,latin,10,costa,singleton,,costa,Costa,100.0,False,,
Egyptian Roll,latin,10,egyptian roll,singleton,,egyptian_roll,Egyptian Roll,100.0,False,,
El Arosa,latin,10,el arosa,singleton,,el_arosa,El Arosa,100.0,False,,
Enchanteur,latin,10,enchanteur,fuzzy_cluster,c21,enchanteur,Enchanteur,94.7,True,approve,
Fighter Flash,latin,10,fighter flash,singleton,,fighter_flash,Fighter Flash,100.0,False,,
Fricou,latin,10,fricou,singleton,,fricou,Fricou,100.0,False,,
Fridal,latin,10,fridal,fuzzy_cluster,c9,frida,Frida,90.9,True,approve,
Gebnety,latin,10,gebnety,singleton,,gebnety,Gebnety,100.0,False,,
Good France,latin,10,good france,singleton,,good_france,Good France,100.0,False,,
Gourmett,latin,10,gourmett,fuzzy_cluster,c20,gourmet,Gourmet,93.3,True,approve,
Ion Break,latin,10,ion break,singleton,,ion_break,Ion Break,100.0,False,,
Kinder,latin,10,kinder,singleton,,kinder,Kinder,100.0,False,,
Live Green,latin,10,live green,fuzzy_cluster,c14,green_life,Green Life,90.0,True,reject,
Luxe,latin,10,luxe,singleton,,luxe,Luxe,100.0,False,,
M&M,latin,10,m&m,singleton,,m_m,M&M,100.0,False,,
Magic Moments,latin,10,magic moments,singleton,,magic_moments,Magic Moments,100.0,False,,
Mainz,latin,10,mainz,singleton,,mainz,Mainz,100.0,False,,
Mini,latin,10,mini,singleton,,mini,Mini,100.0,False,,
Mirax,latin,10,mirax,fuzzy_cluster,c12,miraxx,Miraxx,90.9,True,approve,
Mom'S Food,latin,10,mom's food,singleton,,mom_s_food,Mom'S Food,100.0,False,,
Oriental Weavers,latin,10,oriental weavers,singleton,,oriental_weavers,Oriental Weavers,100.0,False,,
Pringles,latin,10,pringles,singleton,,pringles,Pringles,100.0,False,,
Raid,latin,10,raid,singleton,,raid,Raid,100.0,False,,
Rani,latin,10,rani,singleton,,rani,Rani,100.0,False,,
Rauch,latin,10,rauch,singleton,,rauch,Rauch,100.0,False,,
Red Bull,latin,10,red bull,singleton,,red_bull,Red Bull,100.0,False,,
Secret,latin,10,secret,singleton,,secret,Secret,100.0,False,,
Sonblet Elforat,latin,10,sonblet elforat,fuzzy_cluster,c16,sonbolat_elforat,Sonbolat Elforat,90.3,True,approve,
Storcks,latin,10,storcks,fuzzy_cluster,c25,storcks,Storcks,92.3,True,approve,
Sweet Life,latin,10,sweet life,singleton,,sweet_life,Sweet Life,100.0,False,,
Twix,latin,10,twix,singleton,,twix,Twix,100.0,False,,
ارم+هامر,arabic,10,ارم+هامر,singleton,,brand_fcc04cdbf9,ارم+هامر,100.0,False,,
استونيش,arabic,10,استونيش,singleton,,brand_00e8ffeb4c,استونيش,100.0,False,,
العروسه,arabic,10,العروسه,singleton,,brand_3bd02f501e,العروسه,100.0,False,,
اورينتال ويفرز,arabic,10,اورينتال ويفرز,singleton,,brand_74c81fe8b4,اورينتال ويفرز,100.0,False,,
بخيره,arabic,10,بخيره,singleton,,brand_fd1650d5fb,بخيره,100.0,False,,
برينجلز,arabic,10,برينجلز,singleton,,brand_0eae8ee9d3,برينجلز,100.0,False,,
تويكس,arabic,10,تويكس,singleton,,brand_b65464e168,تويكس,100.0,False,,
جود فرانس,arabic,10,جود فرانس,singleton,,brand_e3e8b2fd37,جود فرانس,100.0,False,,
روش,arabic,10,روش,singleton,,brand_7fb441ed4f,روش,100.0,False,,
ريد,arabic,10,ريد,singleton,,brand_f1da1530c7,ريد,100.0,False,,
ريد بول,arabic,10,ريد بول,singleton,,brand_48aca433c9,ريد بول,100.0,False,,
سيكريت,arabic,10,سيكريت,singleton,,brand_720557785b,سيكريت,100.0,False,,
فريدال,arabic,10,فريدال,singleton,,brand_0690f4cd01,فريدال,100.0,False,,
فيتر فلاش,arabic,10,فيتر فلاش,singleton,,brand_fbebe24c96,فيتر فلاش,100.0,False,,
كيندر,arabic,10,كيندر,singleton,,brand_91cef7e1dc,كيندر,100.0,False,,
ليڤ جرين,arabic,10,ليڤ جرين,singleton,,brand_ba474a0834,ليڤ جرين,100.0,False,,
ماجيك مومنتس,arabic,10,ماجيك مومنتس,singleton,,brand_aed6fbad95,ماجيك مومنتس,100.0,False,,
مامز فود,arabic,10,مامز فود,singleton,,brand_1515bda5f0,مامز فود,100.0,False,,
ماينز,arabic,10,ماينز,singleton,,brand_f4bf500f85,ماينز,100.0,False,,
ميراتكس,arabic,10,ميراتكس,singleton,,brand_16f6dd7243,ميراتكس,100.0,False,,
7 Up,latin,9,7 up,singleton,,7_up,7 Up,100.0,False,,
7اب,arabic,9,7اب,singleton,,7,7اب,100.0,False,,
Afia,latin,9,afia,singleton,,afia,Afia,100.0,False,,
Aleda,latin,9,aleda,singleton,,aleda,Aleda,100.0,False,,
Apt,latin,9,apt,singleton,,apt,Apt,100.0,False,,
Bingo,latin,9,bingo,fuzzy_cluster,c11,bingoo,Bingoo,90.9,True,approve,
Bisco Misr,latin,9,bisco misr,singleton,,bisco_misr,Bisco Misr,100.0,False,,
Bodylicious,latin,9,bodylicious,singleton,,bodylicious,Bodylicious,100.0,False,,
Bon Cafe,latin,9,bon cafe,singleton,,bon_cafe,Bon Cafe,100.0,False,,
Bonjorno,latin,9,bonjorno,singleton,,bonjorno,Bonjorno,100.0,False,,
Britannia,latin,9,britannia,singleton,,britannia,Britannia,100.0,False,,
Delia,latin,9,delia,singleton,,delia,Delia,100.0,False,,
El Halloub,latin,9,el halloub,singleton,,el_halloub,El Halloub,100.0,False,,
El Sada,latin,9,el sada,singleton,,el_sada,El Sada,100.0,False,,
Elano,latin,9,elano,singleton,,elano,Elano,100.0,False,,
Elrashidi Elmizan,latin,9,elrashidi elmizan,singleton,,elrashidi_elmizan,Elrashidi Elmizan,100.0,False,,
Elshamia,latin,9,elshamia,singleton,,elshamia,Elshamia,100.0,False,,
Fern,latin,9,fern,singleton,,fern,Fern,100.0,False,,
Glassy,latin,9,glassy,fuzzy_cluster,c10,glassy,Glassy,90.9,True,approve,
Gloria,latin,9,gloria,singleton,,gloria,Gloria,100.0,False,,
Goodcare,latin,9,goodcare,singleton,,goodcare,Goodcare,100.0,False,,
Green'S,latin,9,green's,singleton,,green_s,Green'S,100.0,False,,
M&M'S,latin,9,m&m's,singleton,,m_m_s,M&M'S,100.0,False,,
Mega Foods,latin,9,mega foods,singleton,,mega_foods,Mega Foods,100.0,False,,
Menz & Gasser,latin,9,menz & gasser,singleton,,menz_gasser,Menz & Gasser,100.0,False,,
Parodontax,latin,9,parodontax,singleton,,parodontax,Parodontax,100.0,False,,
Roots,latin,9,roots,singleton,,roots,Roots,100.0,False,,
St.Dalfour,latin,9,st.dalfour,singleton,,st_dalfour,St.Dalfour,100.0,False,,
St.Ives,latin,9,st.ives,singleton,,st_ives,St.Ives,100.0,False,,
Stevia Castello,latin,9,stevia castello,singleton,,stevia_castello,Stevia Castello,100.0,False,,
Twinkies,latin,9,twinkies,singleton,,twinkies,Twinkies,100.0,False,,
Veet,latin,9,veet,singleton,,veet,Veet,100.0,False,,
ابت,arabic,9,ابت,singleton,,brand_f102a536e7,ابت,100.0,False,,
اس تى.ايڤيز,arabic,9,اس تي.ايڤيز,singleton,,brand_9ff780a09e,اس تى.ايڤيز,100.0,False,,
اس تى.دالفور,arabic,9,اس تي.دالفور,singleton,,brand_a8ff9ddba3,اس تى.دالفور,100.0,False,,
الرشيدى الميزان,arabic,9,الرشيدي الميزان,singleton,,brand_58fffcd4ac,الرشيدى الميزان,100.0,False,,
السعده,arabic,9,السعده,singleton,,brand_44b3281a62,السعده,100.0,False,,
الشامية,arabic,9,الشامية,singleton,,brand_ddff4a94a5,الشامية,100.0,False,,
اليدا,arabic,9,اليدا,singleton,,brand_02c9d42737,اليدا,100.0,False,,
ام&امز,arabic,9,ام&امز,singleton,,brand_3f970f242b,ام&امز,100.0,False,,
ايلانو,arabic,9,ايلانو,singleton,,brand_746c6ed7c1,ايلانو,100.0,False,,
برودونتكس,arabic,9,برودونتكس,singleton,,brand_bdad0b7a83,برودونتكس,100.0,False,,
بريطانيا,arabic,9,بريطانيا,singleton,,brand_39b1471af1,بريطانيا,100.0,False,,
بوديليشوس,arabic,9,بوديليشوس,singleton,,brand_27e98ad690,بوديليشوس,100.0,False,,
بون كافيه,arabic,9,بون كافيه,singleton,,brand_f42020eb16,بون كافيه,100.0,False,,
بونجورنو,arabic,9,بونجورنو,singleton,,brand_7cbf69c994,بونجورنو,100.0,False,,
بيسكو مصر,arabic,9,بيسكو مصر,singleton,,brand_8c7e97dbf0,بيسكو مصر,100.0,False,,
بينجو,arabic,9,بينجو,singleton,,brand_d9ffc14b94,بينجو,100.0,False,,
توينكيز,arabic,9,توينكيز,singleton,,brand_3bc49b5be7,توينكيز,100.0,False,,
جرينز,arabic,9,جرينز,singleton,,brand_dd536fed48,جرينز,100.0,False,,
جلاسى,arabic,9,جلاسي,fuzzy_cluster,c30,brand_8283b444e1,جلاكسي,90.9,True,reject,
جلوريا,arabic,9,جلوريا,fuzzy_cluster,c32,brand_b253f7223c,جلوريا,90.9,True,approve,
جود كير,arabic,9,جود كير,singleton,,brand_e0fe0de6e4,جود كير,100.0,False,,
دليا,arabic,9,دليا,singleton,,brand_c525489822,دليا,100.0,False,,
روتس,arabic,9,روتس,singleton,,brand_55fcc60580,روتس,100.0,False,,
ستيڤيا كاستيلو,arabic,9,ستيڤيا كاستيلو,singleton,,brand_89ded27475,ستيڤيا كاستيلو,100.0,False,,
عافيه,arabic,9,عافيه,singleton,,brand_5deae425d6,عافيه,100.0,False,,
فيرن,arabic,9,فيرن,singleton,,brand_267825c4ce,فيرن,100.0,False,,
ميجا فودز,arabic,9,ميجا فودز,singleton,,brand_e99b4cdef2,ميجا فودز,100.0,False,,
مينز&جاسير,arabic,9,مينز&جاسير,singleton,,brand_f9ed1e0835,مينز&جاسير,100.0,False,,
ڤيت,arabic,9,ڤيت,singleton,,brand_c87fde8f0b,ڤيت,100.0,False,,
Akethai,latin,8,akethai,singleton,,akethai,Akethai,100.0,False,,
Aqua Touch,latin,8,aqua touch,singleton,,aqua_touch,Aqua Touch,100.0,False,,
Babari,latin,8,babari,fuzzy_cluster,c28,babari,Babari,92.3,True,approve,
Ban,latin,8,ban,singleton,,ban,Ban,100.0,False,,
Barbican,latin,8,barbican,singleton,,barbican,Barbican,100.0,False,,
Becky,latin,8,becky,singleton,,becky,Becky,100.0,False,,
Best Sheraton,latin,8,best sheraton,singleton,,best_sheraton,Best Sheraton,100.0,False,,
Big,latin,8,big,singleton,,big,Big,100.0,False,,
Body Fantasies,latin,8,body fantasies,singleton,,body_fantasies,Body Fantasies,100.0,False,,
Coca Cola,latin,8,coca cola,singleton,,coca_cola,Coca Cola,100.0,False,,
Cocoa Lovers,latin,8,cocoa lovers,singleton,,cocoa_lovers,Cocoa Lovers,100.0,False,,
Cure Aid,latin,8,cure aid,singleton,,cure_aid,Cure Aid,100.0,False,,
Dilmah,latin,8,dilmah,fuzzy_cluster,c22,dilmah,Dilmah,92.3,True,approve,
Easy Cook,latin,8,easy cook,singleton,,easy_cook,Easy Cook,100.0,False,,
Fagr,latin,8,fagr,singleton,,fagr,Fagr,100.0,False,,
Fayrouz,latin,8,fayrouz,singleton,,fayrouz,Fayrouz,100.0,False,,
Fluoro,latin,8,fluoro,singleton,,fluoro,Fluoro,100.0,False,,
Fogg,latin,8,fogg,singleton,,fogg,Fogg,100.0,False,,
Friendship,latin,8,friendship,singleton,,friendship,Friendship,100.0,False,,
Fruity,latin,8,fruity,fuzzy_cluster,c24,fruty,Fruty,90.9,True,approve,
Ganna,latin,8,ganna,singleton,,ganna,Ganna,100.0,False,,
Glory,latin,8,glory,singleton,,glory,Glory,100.0,False,,
Halla,latin,8,halla,singleton,,halla,Halla,100.0,False,,
Helwa,latin,8,helwa,singleton,,helwa,Helwa,100.0,False,,
Kalia,latin,8,kalia,singleton,,kalia,Kalia,100.0,False,,
Karim,latin,8,karim,singleton,,karim,Karim,100.0,False,,
Khatira,latin,8,khatira,singleton,,khatira,Khatira,100.0,False,,
Lion,latin,8,lion,singleton,,lion,Lion,100.0,False,,
Maison,latin,8,maison,singleton,,maison,Maison,100.0,False,,
Mammon,latin,8,mammon,singleton,,mammon,Mammon,100.0,False,,
Mega,latin,8,mega,singleton,,mega,Mega,100.0,False,,
Modish,latin,8,modish,singleton,,modish,Modish,100.0,False,,
Mr.Muscle,latin,8,mr.muscle,singleton,,mr_muscle,Mr.Muscle,100.0,False,,
Nutella,latin,8,nutella,singleton,,nutella,Nutella,100.0,False,,
Olympic,latin,8,olympic,singleton,,olympic,Olympic,100.0,False,,
Pharma P.,latin,8,pharma p,singleton,,pharma_p,Pharma P.,100.0,False,,
Popzz,latin,8,popzz,singleton,,popzz,Popzz,100.0,False,,
Rambo,latin,8,rambo,singleton,,rambo,Rambo,100.0,False,,
Sanosan,latin,8,sanosan,singleton,,sanosan,Sanosan,100.0,False,,
Sherosa,latin,8,sherosa,singleton,,sherosa,Sherosa,100.0,False,,
Sindbad,latin,8,sindbad,singleton,,sindbad,Sindbad,100.0,False,,
Solo,latin,8,solo,singleton,,solo,Solo,100.0,False,,
Sprite,latin,8,sprite,singleton,,sprite,Sprite,100.0,False,,
St. Ives,latin,8,st. ives,singleton,,st_ives,St. Ives,100.0,False,,
Such,latin,8,such,singleton,,such,Such,100.0,False,,
Tag Elmelouk,latin,8,tag elmelouk,singleton,,tag_elmelouk,Tag Elmelouk,100.0,False,,
Time Less,latin,8,time less,singleton,,time_less,Time Less,100.0,False,,
Toubar,latin,8,toubar,singleton,,toubar,Toubar,100.0,False,,
Wafeer,latin,8,wafeer,singleton,,wafeer,Wafeer,100.0,False,,
West Land,latin,8,west land,singleton,,west_land,West Land,100.0,False,,
Yo-Yos,latin,8,yo-yos,singleton,,yo_yos,Yo-Yos,100.0,False,,
Zero Frizz,latin,8,zero frizz,singleton,,zero_frizz,Zero Frizz,100.0,False,,
اكثاى,arabic,8,اكثاي,singleton,,brand_07c18c8b97,اكثاى,100.0,False,,
اكوا تاتش,arabic,8,اكوا تاتش,singleton,,brand_2f9e850ac8,اكوا تاتش,100.0,False,,
اوليمبك,arabic,8,اوليمبك,singleton,,brand_084df223cb,اوليمبك,100.0,False,,
باربيكان,arabic,8,باربيكان,singleton,,brand_e28e67caee,باربيكان,100.0,False,,
بدى فانتاسيز,arabic,8,بدي فانتاسيز,singleton,,brand_bd2848c63f,بدى فانتاسيز,100.0,False,,
تاج الملوك,arabic,8,تاج الملوك,singleton,,brand_8c5c037f35,تاج الملوك,100.0,False,,
جلورى,arabic,8,جلوري,fuzzy_cluster,c32,brand_b253f7223c,جلوريا,90.9,True,approve,
جنه,arabic,8,جنه,singleton,,brand_fc26471d65,جنه,100.0,False,,
حلوه,arabic,8,حلوه,singleton,,brand_1d20f26c21,حلوه,100.0,False,,
ديلماح,arabic,8,ديلماح,singleton,,brand_971dfbaa9e,ديلماح,100.0,False,,
زيرو فريز,arabic,8,زيرو فريز,singleton,,brand_7b5a28fc6c,زيرو فريز,100.0,False,,
سانوسان,arabic,8,سانوسان,singleton,,brand_db512a715c,سانوسان,100.0,False,,
سبريت,arabic,8,سبريت,singleton,,brand_3c96489733,سبريت,100.0,False,,
شيروسا,arabic,8,شيروسا,singleton,,brand_343697503f,شيروسا,100.0,False,,
فلورو,arabic,8,فلورو,singleton,,brand_74fa9f9a49,فلورو,100.0,False,,
فوج,arabic,8,فوج,singleton,,brand_ec606fe033,فوج,100.0,False,,
فيروز,arabic,8,فيروز,singleton,,brand_dbd1dbda85,فيروز,100.0,False,,
كوكا كولا,arabic,8,كوكا كولا,singleton,,brand_57f68f9f30,كوكا كولا,100.0,False,,
كوكا لاڤرز,arabic,8,كوكا لاڤرز,singleton,,brand_59ddf3ccc9,كوكا لاڤرز,100.0,False,,
لايون,arabic,8,لايون,singleton,,brand_606aaf0c16,لايون,100.0,False,,
مستر.مسل,arabic,8,مستر.مسل,singleton,,brand_5b4ebbe89b,مستر.مسل,100.0,False,,
موديش,arabic,8,موديش,singleton,,brand_9b5eacf4e9,موديش,100.0,False,,
ميجا,arabic,8,ميجا,singleton,,brand_c0e5bb612b,ميجا,100.0,False,,
نوتيلا,arabic,8,نوتيلا,singleton,,brand_70ae6667b2,نوتيلا,100.0,False,,
Admiral,latin,7,admiral,singleton,,admiral,Admiral,100.0,False,,
Al Ameed,latin,7,al ameed,singleton,,al_ameed,Al Ameed,100.0,False,,
Altahya,latin,7,altahya,fuzzy_cluster,c17,altahya,Altahya,93.3,True,approve,
Ariston,latin,7,ariston,singleton,,ariston,Ariston,100.0,False,,
Babyliss,latin,7,babyliss,singleton,,babyliss,Babyliss,100.0,False,,
Betty Crocker,latin,7,betty crocker,singleton,,betty_crocker,Betty Crocker,100.0,False,,
Bigen,latin,7,bigen,singleton,,bigen,Bigen,100.0,False,,
Colgate,latin,7,colgate,singleton,,colgate,Colgate,100.0,False,,
Dorco,latin,7,dorco,singleton,,dorco,Dorco,100.0,False,,
Elmaleka,latin,7,elmaleka,singleton,,elmaleka,Elmaleka,100.0,False,,
Healthy Mill,latin,7,healthy mill,singleton,,healthy_mill,Healthy Mill,100.0,False,,
Hoho,latin,7,hoho,singleton,,hoho,Hoho,100.0,False,,
Imperial Leather,latin,7,imperial leather,singleton,,imperial_leather,Imperial Leather,100.0,False,,
La Germania,latin,7,la germania,singleton,,la_germania,La Germania,100.0,False,,
Lurpak,latin,7,lurpak,singleton,,lurpak,Lurpak,100.0,False,,
Man-Zone,latin,7,man-zone,singleton,,man_zone,Man-Zone,100.0,False,,
Mazola,latin,7,mazola,singleton,,mazola,Mazola,100.0,False,,
Milka,latin,7,milka,singleton,,milka,Milka,100.0,False,,
Tai Hua,latin,7,tai hua,singleton,,tai_hua,Tai Hua,100.0,False,,
Trident,latin,7,trident,singleton,,trident,Trident,100.0,False,,
ادميرال,arabic,7,ادميرال,singleton,,brand_0e823f7263,ادميرال,100.0,False,,
الطاهية,arabic,7,الطاهية,singleton,,brand_72b1f2d3fa,الطاهية,100.0,False,,
العميد,arabic,7,العميد,singleton,,brand_1098808451,العميد,100.0,False,,
الملكه,arabic,7,الملكه,singleton,,brand_3e47b3413b,الملكه,100.0,False,,
ايرستون,arabic,7,ايرستون,singleton,,brand_cc752c25fa,ايرستون,100.0,False,,
ايمبريل لايزر,arabic,7,ايمبريل لايزر,singleton,,brand_5686523b0f,ايمبريل لايزر,100.0,False,,
بيبى ليس,arabic,7,بيبي ليس,singleton,,brand_7f12d8c47a,بيبى ليس,100.0,False,,
بيتى كروكر,arabic,7,بيتي كروكر,singleton,,brand_bf7bfaa663,بيتى كروكر,100.0,False,,
بيجن,arabic,7,بيجن,singleton,,brand_02833808ae,بيجن,100.0,False,,
ترايدنت,arabic,7,ترايدنت,singleton,,brand_148a5273d6,ترايدنت,100.0,False,,
تيا هو,arabic,7,تيا هو,singleton,,brand_3d29efd388,تيا هو,100.0,False,,
دوركو,arabic,7,دوركو,singleton,,brand_133c39f60d,دوركو,100.0,False,,
كولجات,arabic,7,كولجات,singleton,,brand_5ea76bb1b8,كولجات,100.0,False,,
لاجرمانيا,arabic,7,لاجرمانيا,singleton,,brand_27985d29c3,لاجرمانيا,100.0,False,,
لورباك,arabic,7,لورباك,singleton,,brand_3de033c1fd,لورباك,100.0,False,,
